3.14154, 100000000, 1, 2.37848
3.14155, 100000000, 2, 2.3828
3.14155, 100000000, 3, 2.34249
3.14156, 100000000, 4, 2.33202
3.14155, 100000000, 5, 2.38246
3.14156, 100000000, 6, 2.38572
3.14157, 100000000, 7, 2.3867
3.14157, 100000000, 8, 2.38697
3.14158, 100000000, 9, 2.46029
3.14159, 100000000, 10, 2.46296
3.14159, 100000000, 11, 2.54246
3.14158, 100000000, 12, 2.49776
3.14159, 100000000, 13, 2.54218
3.14159, 100000000, 14, 2.54881
3.14159, 100000000, 15, 2.54461
3.1416, 100000000, 16, 2.54454
3.14158, 1000000000, 1, 23.1591
3.14158, 1000000000, 2, 23.1828
3.14158, 1000000000, 3, 23.1582
3.14158, 1000000000, 4, 23.8292
3.14158, 1000000000, 5, 23.835
3.14158, 1000000000, 6, 23.9018
3.14159, 1000000000, 7, 23.8931
3.14159, 1000000000, 8, 23.8598
3.14159, 1000000000, 9, 24.6026
3.14159, 1000000000, 10, 24.6697
3.14159, 1000000000, 11, 24.6413
3.14159, 1000000000, 12, 24.6689
3.14159, 1000000000, 13, 25.4217
3.14159, 1000000000, 14, 25.4721
3.14159, 1000000000, 15, 25.4317
3.14159, 1000000000, 16, 25.4313
