3.1384, 100, 100, 1, 0.0200076
3.158, 100, 100, 1, 0.0194282
3.1412, 100, 100, 1, 0.0190051
3.1304, 100, 100, 1, 0.0190969
3.1228, 100, 100, 1, 0.0193168
3.138, 100, 100, 1, 0.0192077
3.1288, 100, 100, 1, 0.0191469
3.1392, 100, 100, 1, 0.0191107
3.1508, 100, 100, 1, 0.0191169
3.1456, 100, 100, 1, 0.018977
3.1432, 100, 100, 1, 0.0200456
3.1452, 100, 100, 1, 0.019277
3.1128, 100, 100, 1, 0.0191506
3.1464, 100, 100, 1, 0.0192358
3.1552, 100, 100, 1, 0.0190685
3.1364, 100, 100, 1, 0.0189305
3.148, 100, 100, 1, 0.0189447
3.17, 100, 100, 1, 0.0189718
3.1312, 100, 100, 1, 0.0191053
3.126, 100, 100, 1, 0.0190078
3.138, 100, 100, 1, 0.0197785
3.16, 100, 100, 1, 0.0190661
3.1644, 100, 100, 1, 0.0189032
3.1264, 100, 100, 1, 0.0188757
3.1, 100, 100, 1, 0.0188443
3.168, 100, 100, 1, 0.0187994
3.1644, 100, 100, 1, 0.0188431
3.1036, 100, 100, 1, 0.0188114
3.1232, 100, 100, 1, 0.0188304
3.1476, 100, 100, 1, 0.0188584
3.128, 100, 100, 2, 0.012648
3.1504, 100, 100, 2, 0.0110733
3.1176, 100, 100, 2, 0.0110529
3.1616, 100, 100, 2, 0.0109153
3.1336, 100, 100, 2, 0.0109009
3.1388, 100, 100, 2, 0.011096
3.1576, 100, 100, 2, 0.0110723
3.1452, 100, 100, 2, 0.0108884
3.1672, 100, 100, 2, 0.011068
3.1312, 100, 100, 2, 0.0110547
3.136, 100, 100, 4, 0.0144021
3.142, 100, 100, 4, 0.00764893
3.1232, 100, 100, 4, 0.0106737
3.1304, 100, 100, 4, 0.00786476
3.1444, 100, 100, 4, 0.00757096
3.148, 100, 100, 4, 0.00840497
3.1292, 100, 100, 4, 0.00827445
3.134, 100, 100, 4, 0.0344897
3.1324, 100, 100, 4, 0.00808768
3.1524, 100, 100, 4, 0.008507
3.14266, 1000, 1000, 4, 0.459284
3.13964, 1000, 1000, 4, 0.455758
3.14266, 1000, 1000, 4, 0.455911
3.14078, 1000, 1000, 4, 0.457194
3.13974, 1000, 1000, 4, 0.456124
3.14135, 1000, 1000, 4, 0.456206
3.14436, 1000, 1000, 4, 0.456666
3.14254, 1000, 1000, 4, 0.45719
3.14327, 1000, 1000, 4, 0.456298
3.14073, 1000, 1000, 4, 0.458269
3.1417, 10000, 10000, 4, 45.7454
3.14179, 10000, 10000, 4, 45.7877
3.14196, 10000, 10000, 4, 45.7148
3.14161, 10000, 10000, 4, 45.7384
3.14181, 10000, 10000, 4, 45.7315
3.14176, 10000, 10000, 4, 45.7606
3.1418, 10000, 10000, 4, 45.6987
3.14166, 10000, 10000, 4, 45.777
3.14136, 10000, 10000, 4, 45.7395
3.14173, 10000, 10000, 4, 45.718
3.1272, 100, 100, 1, 0.0201444
3.1588, 100, 100, 1, 0.0191862
3.148, 100, 100, 1, 0.0190951
3.168, 100, 100, 1, 0.0190358
3.1352, 100, 100, 1, 0.0190404
3.1744, 100, 100, 1, 0.0191067
3.1308, 100, 100, 1, 0.0192837
3.1364, 100, 100, 1, 0.0191359
3.1084, 100, 100, 1, 0.0190669
3.1516, 100, 100, 1, 0.0190721
3.14235, 1000, 10000, 1, 18.127
3.14141, 1000, 10000, 1, 18.1187
3.14081, 1000, 10000, 1, 18.1271
3.1413, 1000, 10000, 1, 18.1211
3.14219, 1000, 10000, 1, 18.1281
3.1416, 1000, 10000, 1, 18.1217
3.14116, 1000, 10000, 1, 18.1282
3.14165, 1000, 10000, 1, 18.1424
3.14203, 1000, 10000, 1, 18.1361
3.14208, 1000, 10000, 1, 18.1086
3.14123, 1000, 10000, 1, 4.53825
3.14076, 1000, 10000, 1, 4.52958
3.14239, 1000, 10000, 1, 4.53645
3.14208, 1000, 10000, 1, 4.52994
3.14146, 1000, 10000, 1, 4.53231
3.14139, 1000, 10000, 1, 4.53141
3.14151, 1000, 10000, 1, 4.53149
3.14155, 1000, 10000, 1, 4.53419
3.14172, 1000, 10000, 1, 4.53118
3.14156, 1000, 10000, 1, 4.5419
3.14112, 1000, 10000, 2, 6.56027
3.14166, 1000, 10000, 2, 4.2836
3.14138, 1000, 10000, 2, 4.30232
3.14119, 1000, 10000, 2, 4.29741
3.14254, 1000, 10000, 2, 4.2946
3.142, 1000, 10000, 2, 4.28745
3.14177, 1000, 10000, 2, 4.298
3.14205, 1000, 10000, 2, 4.29019
3.1408, 1000, 10000, 2, 4.29754
3.14228, 1000, 10000, 2, 4.29831
3.14094, 1000, 10000, 3, 4.40758
3.14135, 1000, 10000, 3, 3.52899
3.14158, 1000, 10000, 3, 2.87129
3.14136, 1000, 10000, 3, 2.85399
3.14146, 1000, 10000, 3, 2.87172
3.14024, 1000, 10000, 3, 2.8826
3.14111, 1000, 10000, 3, 2.86896
3.14101, 1000, 10000, 3, 2.86227
3.14153, 1000, 10000, 3, 2.8602
3.14138, 1000, 10000, 3, 2.86789
3.14197, 1000, 10000, 4, 3.29359
3.14144, 1000, 10000, 4, 2.17703
3.14156, 1000, 10000, 4, 2.17497
3.14109, 1000, 10000, 4, 2.1786
3.14131, 1000, 10000, 4, 2.1722
3.14236, 1000, 10000, 4, 2.16048
3.14278, 1000, 10000, 4, 2.17595
3.14106, 1000, 10000, 4, 2.17739
3.14114, 1000, 10000, 4, 2.17811
3.14162, 1000, 10000, 4, 2.16945
